Date,buySize,buyPrice,sellSize,sellPrice
01-03-2022,0.02648888,37751.69,0.026490859,37748.87
01-03-2022,0.026495141,37742.77,0.026495141,37742.77
01-03-2022,0.026499978,37735.88,0.026499978,37735.88
01-03-2022,0.02650028,37735.45,0.026502556,37732.21
01-03-2022,0.026500287,37735.44,0.026502556,37732.21
01-03-2022,0.026502556,37732.21,0.026502556,37732.21
01-03-2022,0.026504551,37729.37,0.026504558,37729.36
01-03-2022,0.026508359,37723.95,0.026509891,37721.77
01-03-2022,0.026514579,37715.1,0.026514572,37715.11
01-03-2022,0.026516646,37712.16,0.026518411,37709.65
01-03-2022,0.026521062,37705.88,0.026518411,37709.65
01-03-2022,0.026521055,37705.89,0.026518411,37709.65
01-03-2022,0.026518411,37709.65,0.026518404,37709.66
01-03-2022,0.026518411,37709.65,0.026518411,37709.65
01-03-2022,0.026520556,37706.6,0.026520549,37706.61
01-03-2022,0.026520549,37706.61,0.026520549,37706.61
01-03-2022,0.026518404,37709.66,0.026518404,37709.66
01-03-2022,0.026518404,37709.66,0.026520479,37706.71
01-03-2022,0.026520479,37706.71,0.026518144,37710.03
01-03-2022,0.026513384,37716.8,0.026513377,37716.81
01-03-2022,0.026513377,37716.81,0.026511774,37719.09
01-03-2022,0.026508366,37723.94,0.026508373,37723.93
01-03-2022,0.026510228,37721.29,0.026510228,37721.29
01-03-2022,0.026513173,37717.1,0.026515725,37713.47
01-03-2022,0.026515866,37713.27,0.026515873,37713.26
01-03-2022,0.026523876,37701.88,0.026520296,37706.97
01-03-2022,0.026523869,37701.89,0.026520296,37706.97
01-03-2022,0.026529759,37693.52,0.026520296,37706.97
01-03-2022,0.026527162,37697.21,0.026520296,37706.97
01-03-2022,0.026528422,37695.42,0.026520296,37706.97
